"fyear","act","at","bkvlps","ceq","csho","dltt","emp","lct","ni","oibdp","rdip","sale","xad","xsga","prcc_f","busdesc","conml","gsubind","sic"
"1484",2015,344.03,445.029,9.0716,198.831,21.918,57.238,9,160.92,15.297,49.949,0,1029.098,39.8,296.425,9.99,"Big 5 Sporting Goods Corporation operates as a sporting goods retailer in the western United States.","Big 5 Sporting Goods Corp",25504040,5940
"1485",2016,324.499,433.579,9.3144,205.037,22.013,11.999,9,187.527,16.886,48.617,0,1021.235,38.2,294.971,17.35,"Big 5 Sporting Goods Corporation operates as a sporting goods retailer in the western United States.","Big 5 Sporting Goods Corp",25504040,5940
"1486",2017,350.891,445.06,8.7641,187.069,21.345,47.8,9,183.72,1.104,39.997,0,1009.635,37.9,302.557,7.6,"Big 5 Sporting Goods Corporation operates as a sporting goods retailer in the western United States.","Big 5 Sporting Goods Corp",25504040,5940
"1487",2018,325.073,419.561,8.1619,174.861,21.424,69.823,8.7,150.594,-3.531,20.011,0,987.581,32.8,300.376,2.59,"Big 5 Sporting Goods Corporation operates as a sporting goods retailer in the western United States.","Big 5 Sporting Goods Corp",25504040,5940
"1488",2019,340.864,688.8,8.3259,180.372,21.664,278.152,8.8,222.81,8.445,32.966,0,996.495,27.8,298.393,3,"Big 5 Sporting Goods Corporation operates as a sporting goods retailer in the western United States.","Big 5 Sporting Goods Corp",25504040,5940
"1489",2020,347.397,699.994,NA,232.638,21.93,220.292,NA,239.585,55.94,NA,0,1041.212,NA,276.306,10.21,"Big 5 Sporting Goods Corporation operates as a sporting goods retailer in the western United States.","Big 5 Sporting Goods Corp",25504040,5940
"1490",2010,2154.8,5063.8,19.8445,2897.3,146,249,68,1747.8,408,837.3,0,9473.7,83.7,1700.3,21.07,"GameStop Corp. operates as a multichannel video game, consumer electronics, and collectibles retailer in the United States, Canada, Australia, and Europe.","GameStop Corp.",25504020,5734
"1491",2011,1997.3,4847.4,22.2376,3042.1,136.8,0,71,1633.9,339.9,826.2,0,9550.5,65,1853.3,23.36,"GameStop Corp. operates as a multichannel video game, consumer electronics, and collectibles retailer in the United States, Canada, Australia, and Europe.","GameStop Corp.",25504020,5734
"1492",2012,2010.9,4133.6,19.3426,2286.3,118.2,0,65,1715.3,-269.7,806.8,0,8886.7,63.9,1844.7,23.2,"GameStop Corp. operates as a multichannel video game, consumer electronics, and collectibles retailer in the United States, Canada, Australia, and Europe.","GameStop Corp.",25504020,5734
"1493",2013,1949.6,4091.4,19.5265,2251.4,115.3,1.6,69,1726,354.2,726.1,0,9039.5,57.8,1901.4,35.07,"GameStop Corp. operates as a multichannel video game, consumer electronics, and collectibles retailer in the United States, Canada, Australia, and Europe.","GameStop Corp.",25504020,5734
"1494",2014,2062.5,4246.3,19.1987,2067.7,107.7,350.6,73,1639.7,393.1,789.6,0,9296,64.1,1995.5,35.25,"GameStop Corp. operates as a multichannel video game, consumer electronics, and collectibles retailer in the United States, Canada, Australia, and Europe.","GameStop Corp.",25504020,5734
"1495",2015,1938.8,4334.9,20.1452,2081,103.3,350,82,1794.4,402.8,812,0,9363.8,66.6,2107.9,26.21,"GameStop Corp. operates as a multichannel video game, consumer electronics, and collectibles retailer in the United States, Canada, Australia, and Europe.","GameStop Corp.",25504020,5734
"1496",2016,2140.7,4975.9,22.3178,2254.1,101,815,68,1761.5,353.2,738.8,0,8607.9,76.6,2272,24.49,"GameStop Corp. operates as a multichannel video game, consumer electronics, and collectibles retailer in the United States, Canada, Australia, and Europe.","GameStop Corp.",25504020,5734
"1497",2017,2538.7,5041.6,21.8608,2214.5,101.3,817.9,67,1915.6,34.7,642.9,0,9224.6,83.3,2398.3,16.81,"GameStop Corp. operates as a multichannel video game, consumer electronics, and collectibles retailer in the United States, Canada, Australia, and Europe.","GameStop Corp.",25504020,5734
"1498",2018,3127.7,4044.3,13.1,1336.2,102,471.6,61,2181.1,-673,420.7,0,8285.3,72.9,1888.6,11.34,"GameStop Corp. operates as a multichannel video game, consumer electronics, and collectibles retailer in the United States, Canada, Australia, and Europe.","GameStop Corp.",25504020,5734
"1499",2019,1633.7,2819.7,9.5101,611.5,64.3,949.1,56,1237.7,-470.9,158.5,0,6466,66.7,1846.4,3.84,"GameStop Corp. operates as a multichannel video game, consumer electronics, and collectibles retailer in the United States, Canada, Australia, and Europe.","GameStop Corp.",25504020,5734
"1500",2010,469.565,773.197,5.1151,432.637,84.58,0,17.828,216.102,231.339,445.513,0,2400.434,NA,499.368,24.12,"On April 17, 2018, ARO Liquidation, Inc. went out of business as per its Chapter 11 liquidation filing under bankruptcy. ARO Liquidation, Inc. operates as a specialty retailer of casual apparel and accessories for young women and men under the Aeropostale name.","ARO Liquidation Inc",25504010,5621
"1501",2011,441.799,735.233,5.0654,409.434,80.83,0,25.766,193.211,69.515,169.928,0,2342.26,NA,494.829,16.37,"On April 17, 2018, ARO Liquidation, Inc. went out of business as per its Chapter 11 liquidation filing under bankruptcy. ARO Liquidation, Inc. operates as a specialty retailer of casual apparel and accessories for young women and men under the Aeropostale name.","ARO Liquidation Inc",25504010,5621
"1502",2012,439.94,740.844,5.2423,410.364,78.279,0,26.279,203.506,34.923,125.291,0,2386.178,NA,529.846,13.53,"On April 17, 2018, ARO Liquidation, Inc. went out of business as per its Chapter 11 liquidation filing under bankruptcy. ARO Liquidation, Inc. operates as a specialty retailer of casual apparel and accessories for young women and men under the Aeropostale name.","ARO Liquidation Inc",25504010,5621
"1503",2013,376.621,647.641,3.5758,280.692,78.498,0,29.337,240.361,-141.831,-116.42,0,2090.902,NA,538.169,7.05,"On April 17, 2018, ARO Liquidation, Inc. went out of business as per its Chapter 11 liquidation filing under bankruptcy. ARO Liquidation, Inc. operates as a specialty retailer of casual apparel and accessories for young women and men under the Aeropostale name.","ARO Liquidation Inc",25504010,5621
"1504",2014,349.287,512.189,1.1821,93.552,79.142,138.54,21.007,198.849,-206.458,-121.186,0,1838.663,NA,508.311,2.44,"On April 17, 2018, ARO Liquidation, Inc. went out of business as per its Chapter 11 liquidation filing under bankruptcy. ARO Liquidation, Inc. operates as a specialty retailer of casual apparel and accessories for young women and men under the Aeropostale name.","ARO Liquidation Inc",25504010,5621
"1505",2015,227.406,354.383,-0.4449,-35.646,80.122,137.96,20.33,175.715,-136.943,-87.872,0,1506.867,NA,418.829,0.26,"On April 17, 2018, ARO Liquidation, Inc. went out of business as per its Chapter 11 liquidation filing under bankruptcy. ARO Liquidation, Inc. operates as a specialty retailer of casual apparel and accessories for young women and men under the Aeropostale name.","ARO Liquidation Inc",25504010,5621
"1506",2011,149.193,179.559,0.5686,13.237,23.279,0.002,1.3,163.322,-19.438,-1.184,0,1054.277,52.5,180.986,7.84,"Overstock.com, Inc. operates as an online retailer in the United States and internationally. It operates through Retail, tZERO, and Medici Ventures segments.","Overstock.com Inc",25502020,5961
"1507",2012,155.998,181.985,1.3203,30.962,23.451,0,1.3,148.501,14.669,28.246,0,1099.289,55.6,170.654,14.31,"Overstock.com, Inc. operates as an online retailer in the United States and internationally. It operates through Retail, tZERO, and Medici Ventures segments.","Overstock.com Inc",25502020,5961
"1508",2013,219.291,319.767,5.1667,122.891,23.785,0,1.5,193.582,88.509,30.616,0,1304.217,82.1,217.424,30.79,"Overstock.com, Inc. operates as an online retailer in the United States and internationally. It operates through Retail, tZERO, and Medici Ventures segments.","Overstock.com Inc",25502020,5961
"1509",2014,258.062,376.865,5.3766,129.238,24.037,0,1.7,242.802,8.854,35.627,0,1497.103,99.6,243.714,24.27,"Overstock.com, Inc. operates as an online retailer in the United States and internationally. It operates through Retail, tZERO, and Medici Ventures segments.","Overstock.com Inc",25502020,5961
"1510",2015,248.463,429.129,5.9623,150.453,25.234,14.023,1.9,258.771,2.446,26.663,0,1657.838,115,278.274,12.28,"Overstock.com, Inc. operates as an online retailer in the United States and internationally. It operates through Retail, tZERO, and Medici Ventures segments.","Overstock.com Inc",25502020,5961
"1511",2016,260.641,485.076,6.8939,175.326,25.432,56.01,1.8,249.216,12.522,19.646,0,1799.963,135.1,312.013,17.5,"Overstock.com, Inc. operates as an online retailer in the United States and internationally. It operates through Retail, tZERO, and Medici Ventures segments.","Overstock.com Inc",25502020,5961
"1512",2017,265.197,433.815,6.3872,175.628,27.497,39.909,1.8,214.663,-109.878,-13.787,0,1744.756,164.6,354.645,63.9,"Overstock.com, Inc. operates as an online retailer in the United States and internationally. It operates through Retail, tZERO, and Medici Ventures segments.","Overstock.com Inc",25502020,5961
"1513",2018,215.267,461.219,4.0984,131.746,32.146,3.069,2.06,241.486,-206.07,-159.515,0,1821.592,249.7,513.777,13.58,"Overstock.com, Inc. operates as an online retailer in the United States and internationally. It operates through Retail, tZERO, and Medici Ventures segments.","Overstock.com Inc",25502020,5961
"1514",2019,177.363,417.727,2.9162,115.084,39.464,21.554,1.613,215.999,-121.841,-93.945,0,1459.418,124.3,387.725,7.05,"Overstock.com, Inc. operates as an online retailer in the United States and internationally. It operates through Retail, tZERO, and Medici Ventures segments.","Overstock.com Inc",25502020,5961
"1515",2020,582.74,830.214,8.7377,373.692,42.768,61.639,NA,327.581,56.001,NA,0,2549.783,NA,538.408,47.97,"Overstock.com, Inc. operates as an online retailer in the United States and internationally. It operates through Retail, tZERO, and Medici Ventures segments.","Overstock.com Inc",25502020,5961
"1516",2010,28.514,48.006,-0.6487,-5.987,9.229,8.123,2.488,37.222,-9.292,-0.332,0,185.626,NA,55.617,0.95,"Bakers Footwear Group, Inc., a mall-based specialty retailer, engages in the sale of footwear and accessories for young women in the United States.","Bakers Footwear Group Inc",25504010,5661
"1517",2011,26.822,41.711,-1.7872,-16.614,9.296,8.185,2.341,42.598,-10.957,-6.061,0,185.095,NA,57.511,0.62,"Bakers Footwear Group, Inc., a mall-based specialty retailer, engages in the sale of footwear and accessories for young women in the United States.","Bakers Footwear Group Inc",25504010,5661
"1518",2010,146.67,195.077,5.9409,118.289,19.911,0,3.948,45.889,26.431,54.791,0,415.3,4,115.745,13.245,"Kirkland's, Inc. operates as a specialty retailer of home decor in the United States.","Kirkland's Inc",25504060,5990
"1519",2011,139.87,202.589,6.4083,117.662,18.361,0,4.392,46.543,19.115,41.715,0,430.285,4.9,126.279,14.99,"Kirkland's, Inc. operates as a specialty retailer of home decor in the United States.","Kirkland's Inc",25504060,5990
"1520",2012,128.346,208.404,6.9022,117.875,17.078,0,4.866,43.171,13.795,34.703,0,448.365,6.7,133.913,11.57,"Kirkland's, Inc. operates as a specialty retailer of home decor in the United States.","Kirkland's Inc",25504060,5990
"1521",2013,153.281,235.448,7.8149,135.229,17.304,0,4.395,52.647,14.53,39.939,0,460.563,9.3,140.877,18.83,"Kirkland's, Inc. operates as a specialty retailer of home decor in the United States.","Kirkland's Inc",25504060,5990
"1522",2014,167.329,260.487,8.8196,151.062,17.128,0,6.312,57.38,17.814,47.28,0,507.621,9.3,155.617,23.27,"Kirkland's, Inc. operates as a specialty retailer of home decor in the United States.","Kirkland's Inc",25504060,5990
"1523",2015,131.109,238.585,7.5876,119.695,15.775,0,6.821,59.495,16.573,48.373,0,561.807,9.6,170.421,11.83,"Kirkland's, Inc. operates as a specialty retailer of home decor in the United States.","Kirkland's Inc",25504060,5990
"1524",2016,153.04,270.146,8.4122,133.813,15.907,0,7.9,74.441,11.046,42.321,0,594.328,9.3,179.15,13.88,"Kirkland's, Inc. operates as a specialty retailer of home decor in the United States.","Kirkland's Inc",25504060,5990
"1525",2017,177.399,299.197,8.8102,140.761,15.977,0,7.5,96.94,5.296,36.502,0,634.117,10.5,191.194,10.61,"Kirkland's, Inc. operates as a specialty retailer of home decor in the United States.","Kirkland's Inc",25504060,5990
"1526",2018,157.941,277.148,9.0176,130.8,14.505,0,7.3,86.536,3.78,34.334,0,647.071,12.8,190.954,10.22,"Kirkland's, Inc. operates as a specialty retailer of home decor in the United States.","Kirkland's Inc",25504060,5990
"1527",2019,131.511,422.442,5.5141,76.955,13.956,195.736,6.8,141.44,-53.265,-6.092,0,603.88,15,192.542,1.15,"Kirkland's, Inc. operates as a specialty retailer of home decor in the United States.","Kirkland's Inc",25504060,5990
"1528",2010,1564.33,2597.536,11.4847,1363.581,118.73,139.846,26.7,848.543,182.077,427.17,0,4871.492,185.2,1127.96,36.09,"DICK'S Sporting Goods, Inc., together with its subsidiaries, operates as a sporting goods retailer primarily in the eastern United States.","Dick's Sporting Goods Inc.",25504040,5940
"1529",2011,1868.393,2996.452,13.4566,1632.745,121.334,151.596,28.4,940.146,263.906,542.972,0,5211.802,187.4,1163.609,41.21,"DICK'S Sporting Goods, Inc., together with its subsidiaries, operates as a sporting goods retailer primarily in the eastern United States.","Dick's Sporting Goods Inc.",25504040,5940
"1530",2012,1595.889,2887.807,12.9044,1587.324,123.006,7.762,29.8,1000.768,290.709,648.974,0,5836.119,201,1313.489,47.59,"DICK'S Sporting Goods, Inc., together with its subsidiaries, operates as a sporting goods retailer primarily in the eastern United States.","Dick's Sporting Goods Inc.",25504040,5940
"1531",2013,1620.071,3071.487,13.9888,1692.179,120.967,6.476,34.3,1002.587,337.598,698.493,0,6213.173,223.9,1399.257,52.5,"DICK'S Sporting Goods, Inc., together with its subsidiaries, operates as a sporting goods retailer primarily in the eastern United States.","Dick's Sporting Goods Inc.",25504040,5940
"1532",2014,1850.384,3436.198,15.5133,1832.225,118.107,5.913,37.6,1118.833,344.198,721.596,0,6814.479,248.7,1529.075,51.65,"DICK'S Sporting Goods, Inc., together with its subsidiaries, operates as a sporting goods retailer primarily in the eastern United States.","Dick's Sporting Goods Inc.",25504040,5940
"1533",2015,1812.69,3559.336,16.0103,1789.187,111.752,5.324,37.2,1191.675,330.391,723.576,0,7270.965,276.3,1639.811,39.08,"DICK'S Sporting Goods, Inc., together with its subsidiaries, operates as a sporting goods retailer primarily in the eastern United States.","Dick's Sporting Goods Inc.",25504040,5940
"1534",2016,1995.678,4058.296,17.4882,1929.489,110.331,4.679,40.5,1397.415,287.396,677.808,0,7921.981,304.9,1894.575,51.6,"DICK'S Sporting Goods, Inc., together with its subsidiaries, operates as a sporting goods retailer primarily in the eastern United States.","Dick's Sporting Goods Inc.",25504040,5940
